167	11	2
168	10	1
169	10	1
170	10	0
171	11	2
172	13	0
173	11	0
174	10	0
175	6	1
176	9	0
177	8	1
178	4	0
179	1	0
180	5	0
181	3	2
182	-2	2
183	0	2
184	0	1
185	3	3
186	0	3
187	-4	3
188	1	3
189	9	4
190	11	5
191	6	6
192	7	5
193	8	6
194	8	4
195	11	7
196	6	7
197	-9	7
198	1	8
199	-2	8
200	-10	8
201	-2	8
202	-5	6
203	-2	8
204	-4	7
205	-6	7
206	-11	8
207	-13	8
208	-13	8
209	-13	8
210	-12	9
211	-12	8
212	-6	9
213	-8	9
214	-6	10
215	-7	10
216	-9	9
217	15	10
218	12	10
219	12	10
220	13	10
221	13	10
222	14	10
223	16	11
224	16	11
225	14	11
226	13	12
227	11	12
228	8	12
229	2	12
230	4	13
231	4	13
232	0	13
233	-5	14
234	6	14
235	8	15
236	7	14
237	6	14
238	5	15
239	3	15
240	3	15
241	1	15
242	-2	15
243	3	15
244	1	16
245	1	15
246	0	15
247	-2	15
248	1	15
249	1	15
250	2	16
251	1	16
252	0	16
253	-1	15
254	-1	14
255	14	16
256	12	15
257	11	16
258	7	14
259	12	16
260	12	16
261	11	15
262	9	16
263	7	15
264	11	16
265	13	17
266	7	14
267	8	15
268	-5	16
269	10	14
270	6	17
271	6	18
272	-7	18
273	-3	16
274	6	19
275	7	19
276	7	19
277	4	19
278	1	18
279	6	19
280	6	20
281	6	20
282	4	19
283	2	20
284	-7	18
285	-17	21
286	-2	21
287	0	21
288	-7	20
289	-7	18
290	-10	17
291	-21	19
292	-11	18
293	-17	19
294	-10	19
295	-8	16
296	-6	19
297	-6	20
298	-16	22
299	-4	19
300	0	20
301	-2	20
302	-1	20
303	-1	19
304	-2	20
305	-2	20
306	-6	18
307	-1	19
308	0	18
309	0	18
310	-1	17
311	-1	18
312	-9	16
313	-14	19
314	-4	19
315	0	17
316	-1	18
317	0	19
318	0	18
319	-2	19
320	3	18
321	1	19
322	-4	19
323	-11	19
324	-4	19
325	-4	18
326	-6	17
327	-4	19
328	-4	18
329	-14	18
330	-24	16
331	-22	15
332	-20	15
333	-20	15
334	-23	14
335	-23	14
336	-27	13
337	-23	14
338	-3	15
339	-4	15
340	-2	17
341	4	16
342	6	15
343	6	16
344	5	15
345	6	15
346	5	15
347	3	15
348	0	15
349	4	14
350	4	14
351	1	15
352	4	14
353	7	14
354	6	13
355	1	12
356	6	14
357	7	14
358	9	14
359	8	17
360	7	15
361	-6	14
362	-11	16
363	2	15
364	8	14
365	9	14
366	9	14
367	5	14
368	-6	15
369	9	14
370	10	14
371	15	13
372	14	13
373	12	14
374	9	13
375	11	14
376	17	14
377	17	14
378	17	15
379	16	15
380	16	15
381	19	15
382	18	15
383	16	15
384	8	14
385	-2	17
386	11	15
387	13	16
388	13	15
389	15	16
390	15	16
391	15	16
392	16	15
393	14	14
394	13	15
395	11	14
396	-2	16
397	7	15
398	17	14
399	16	14
400	13	13
401	10	14
402	9	13
403	-3	15
404	8	12
405	8	13
406	-6	16
407	7	12
408	-4	16
409	10	13
410	12	14
411	6	13
412	-2	14
413	15	13
414	25	14
415	21	13
416	23	14
417	25	14
418	21	13
419	26	14
420	24	14
421	12	16
422	16	15
423	8	17
424	21	14
425	22	13
426	21	14
427	20	15
428	19	15
429	2	16
430	19	15
431	22	13
432	23	14
433	26	15
434	23	15
435	20	15
436	21	15
437	14	17
438	26	17
439	26	17
440	20	16
441	10	18
442	17	17
443	21	19
444	19	16
445	10	19
446	13	18
447	17	16
448	20	18
449	23	17
450	20	18
451	24	17
452	23	17
453	20	18
454	23	17
455	18	18
456	-2	20
457	29	18
458	25	17
459	10	21
